epsilon_x opt,epsilon_y opt,epsilon_z opt,exfoliation_en,structure,e_form,structure initial,jid,gap tbmbj,epsilon_x tbmbj,epsilon_y tbmbj,epsilon_z tbmbj,mpid,gap opt,composition
10.8395,10.8395,1.7327,86.92111111,"Full Formula (Re1 Ag2 Cl6)
Reduced Formula: Re(AgCl3)2
abc   :   6.621201   6.621200  28.059407
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Re    0.333333  0.666667  0.107269  [0.0, 0.0, 0.0]
  1  Ag    0.666667  0.333333  0.085714  [0.0, 0.0, 0.0]
  2  Ag    0         0         0.128824  [0.0, 0.0, 0.0]
  3  Cl    0.641637  0.700267  0.057917  [0.0, 0.0, 0.0]
  4  Cl    0.05863   0.358363  0.057917  [0.0, 0.0, 0.0]
  5  Cl    0.299733  0.94137   0.057917  [0.0, 0.0, 0.0]
  6  Cl    0.025029  0.633066  0.156621  [0.0, 0.0, 0.0]
  7  Cl    0.366934  0.391964  0.156621  [0.0, 0.0, 0.0]
  8  Cl    0.608036  0.974971  0.156621  [0.0, 0.0, 0.0]",-0.471,"Full Formula (Re1 Ag2 Cl6)
Reduced Formula: Re(AgCl3)2
abc   :   6.736377   6.736376  28.059407
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Re    0.333333  0.666667  0.107269
  1  Ag    0.666667  0.333333  0.063743
  2  Ag    0         0         0.150795
  3  Cl    0.635171  0.697558  0.057938
  4  Cl    0.062387  0.364829  0.057938
  5  Cl    0.302442  0.937613  0.057938
  6  Cl    0.031495  0.635775  0.1566
  7  Cl    0.364225  0.395721  0.1566
  8  Cl    0.604279  0.968505  0.1566",JVASP-6211,,,,,mp-23472,2.5423,Re1 Ag2 Cl6
2.3743,2.3743,2.1391,72.05383333,"Full Formula (Th2 Br2 N2)
Reduced Formula: ThBrN
abc   :   4.048656   4.048656  30.692487
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Th    0.570265  0.070265  0.179986  [0.0, 0.0, 0.0]
  1  Th    0.070265  0.570265  0.103226  [0.0, 0.0, 0.0]
  2  Br    0.070265  0.570265  0.236941  [0.0, 0.0, 0.0]
  3  Br    0.570265  0.070265  0.046271  [0.0, 0.0, 0.0]
  4  N     0.070265  0.070265  0.141606  [0.0, 0.0, 0.0]
  5  N     0.570265  0.570265  0.141606  [0.0, 0.0, 0.0]",-2.057,"Full Formula (Th2 Br2 N2)
Reduced Formula: ThBrN
abc   :   4.060905   4.060905  30.692487
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Th    0.570265  0.070265  0.179582
  1  Th    0.070265  0.570265  0.10363
  2  Br    0.070265  0.570265  0.236166
  3  Br    0.570265  0.070265  0.047046
  4  N     0.070265  0.070265  0.141606
  5  N     0.570265  0.570265  0.141606",JVASP-6280,,,,,mp-28066,1.6517,Th2 Br2 N2
2.0253,2.0274,1.7166,73.51425,"Full Formula (Ir4 Cl12)
Reduced Formula: IrCl3
abc   :   6.086084  10.542434  28.273949
angles:  90.000000  93.987160  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ir    0.890374  0.972886  0.145189  [0.0, 0.0, 0.0]
  1  Ir    0.890374  0.639569  0.145189  [0.0, 0.0, 0.0]
  2  Ir    0.390373  0.472886  0.145189  [0.0, 0.0, 0.0]
  3  Ir    0.390373  0.139569  0.145189  [0.0, 0.0, 0.0]
  4  Cl    0.080463  0.481357  0.191605  [0.0, 0.0, 0.0]
  5  Cl    0.080463  0.131097  0.191605  [0.0, 0.0, 0.0]
  6  Cl    0.055109  0.806227  0.191611  [0.0, 0.0, 0.0]
  7  Cl    0.580463  0.981357  0.191605  [0.0, 0.0, 0.0]
  8  Cl    0.580463  0.631097  0.191605  [0.0, 0.0, 0.0]
  9  Cl    0.55511   0.306228  0.191611  [0.0, 0.0, 0.0]
 10  Cl    0.225638  0.306228  0.098767  [0.0, 0.0, 0.0]
 11  Cl    0.200284  0.981357  0.098773  [0.0, 0.0, 0.0]
 12  Cl    0.200284  0.631097  0.098773  [0.0, 0.0, 0.0]
 13  Cl    0.725638  0.806227  0.098767  [0.0, 0.0, 0.0]
 14  Cl    0.700285  0.481357  0.098773  [0.0, 0.0, 0.0]
 15  Cl    0.700285  0.131097  0.098773  [0.0, 0.0, 0.0]",-0.439,"Full Formula (Ir4 Cl12)
Reduced Formula: IrCl3
abc   :   6.144230  10.637828  28.275261
angles:  90.000000  94.025128  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP            a         b         c
---  ----  ---------  --------  --------
  0  Ir    -0.109626  0.972905  0.145189
  1  Ir    -0.109626  0.63955   0.145189
  2  Ir     0.390373  0.472905  0.145189
  3  Ir     0.390373  0.13955   0.145189
  4  Cl     0.082234  0.483223  0.191043
  5  Cl     0.082234  0.129231  0.191043
  6  Cl     0.051127  0.806227  0.191103
  7  Cl     0.582234  0.983223  0.191043
  8  Cl     0.582234  0.629231  0.191043
  9  Cl     0.551128  0.306228  0.191103
 10  Cl     0.22962   0.306228  0.099275
 11  Cl     0.198513  0.983223  0.099335
 12  Cl     0.198513  0.629231  0.099335
 13  Cl     0.72962   0.806227  0.099275
 14  Cl     0.698514  0.483223  0.099335
 15  Cl     0.698514  0.129231  0.099335",JVASP-6136,,,,,mp-27666,2.0986,Ir4 Cl12
,,,66.55695,"Full Formula (Tl4 F4)
Reduced Formula: TlF
abc   :   5.302612   5.305790  26.386389
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Tl    0.859692  0.049466  0.180968  [0.0, 0.0, 0.0]
  1  Tl    0.359692  0.548352  0.180968  [0.0, 0.0, 0.0]
  2  Tl    0.359692  0.048352  0.061065  [0.0, 0.0, 0.0]
  3  Tl    0.859692  0.549466  0.061065  [0.0, 0.0, 0.0]
  4  F     0.359692  0.046491  0.154611  [0.0, 0.0, 0.0]
  5  F     0.859692  0.551327  0.154611  [0.0, 0.0, 0.0]
  6  F     0.859692  0.051327  0.087422  [0.0, 0.0, 0.0]
  7  F     0.359692  0.546491  0.087422  [0.0, 0.0, 0.0]",-1.771,"Full Formula (Tl4 F4)
Reduced Formula: TlF
abc   :   5.237391   5.817352  26.386389
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Tl    0.859692  0.051082  0.179645
  1  Tl    0.359692  0.546736  0.179645
  2  Tl    0.359692  0.046736  0.062388
  3  Tl    0.859692  0.551082  0.062388
  4  F     0.359692  0.9725    0.155536
  5  F     0.859692  0.625318  0.155536
  6  F     0.859692  0.125318  0.086497
  7  F     0.359692  0.4725    0.086497",JVASP-6076,,,,,mp-720,,Tl4 F4
3.0658,1.7163,1.8445,255.47815,"Full Formula (K1 Au1 Se2)
Reduced Formula: KAuSe2
abc   :   3.757423   6.732223  27.905000
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a         b         c  velocities
---  ----  ---  --------  --------  ---------------
  0  Au    0    0         0.141641  [0.0, 0.0, 0.0]
  1  K     0    0.5       0.141641  [0.0, 0.0, 0.0]
  2  Se    0.5  0.140541  0.092216  [0.0, 0.0, 0.0]
  3  Se    0.5  0.859459  0.191067  [0.0, 0.0, 0.0]",-0.369,"Full Formula (K1 Au1 Se2)
Reduced Formula: KAuSe2
abc   :   3.759600   7.905000  27.905000
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a       b         c
---  ----  ---  ------  --------
  0  Au    0    0       0.141641
  1  K     0    0.5     0.141641
  2  Se    0.5  0.1501  0.099121
  3  Se    0.5  0.8499  0.184162",JVASP-8972,,,,,mp-29138,1.2272,Au1 K1 Se2
2.2968,2.2968,2.0286,47.13916667,"Full Formula (Tm2 I2 O2)
Reduced Formula: TmIO
abc   :   3.868562   3.868562  29.907783
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Tm    0.773804  0.273804  0.201533  [0.0, 0.0, 0.0]
  1  Tm    0.273804  0.773804  0.129745  [0.0, 0.0, 0.0]
  2  I     0.273804  0.773804  0.264952  [0.0, 0.0, 0.0]
  3  I     0.773804  0.273804  0.066326  [0.0, 0.0, 0.0]
  4  O     0.773804  0.773804  0.165639  [0.0, 0.0, 0.0]
  5  O     0.273804  0.273804  0.165639  [0.0, 0.0, 0.0]",-2.871,"Full Formula (Tm2 I2 O2)
Reduced Formula: TmIO
abc   :   3.889053   3.889053  29.907783
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Tm    0.773804  0.273804  0.201353
  1  Tm    0.273804  0.773804  0.129925
  2  I     0.273804  0.773804  0.265596
  3  I     0.773804  0.273804  0.065682
  4  O     0.773804  0.773804  0.165639
  5  O     0.273804  0.273804  0.165639",JVASP-6259,,,,,mp-27439,3.5461,Tm2 I2 O2
,,,95.97411111,"Full Formula (Rb4 Pd6 S8)
Reduced Formula: Rb2Pd3S4
abc   :   6.167439  10.682300  27.757200
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (18)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Pd    0.25  0.75      0.247813  [0.0, 0.0, 0.0]
  1  Pd    0.5   0.5       0.247813  [0.0, 0.0, 0.0]
  2  Pd    0.25  0.25      0.247813  [0.0, 0.0, 0.0]
  3  Pd    0.75  0.25      0.247813  [0.0, 0.0, 0.0]
  4  Pd    0     0         0.247813  [0.0, 0.0, 0.0]
  5  Pd    0.75  0.75      0.247813  [0.0, 0.0, 0.0]
  6  Rb    0     0.5       0.323699  [0.0, 0.0, 0.0]
  7  Rb    0     0.5       0.171928  [0.0, 0.0, 0.0]
  8  Rb    0.5   0         0.323699  [0.0, 0.0, 0.0]
  9  Rb    0.5   0         0.171928  [0.0, 0.0, 0.0]
 10  S     0     0.166662  0.304231  [0.0, 0.0, 0.0]
 11  S     0     0.166662  0.191395  [0.0, 0.0, 0.0]
 12  S     0     0.833338  0.304231  [0.0, 0.0, 0.0]
 13  S     0     0.833338  0.191395  [0.0, 0.0, 0.0]
 14  S     0.5   0.666662  0.304231  [0.0, 0.0, 0.0]
 15  S     0.5   0.666662  0.191395  [0.0, 0.0, 0.0]
 16  S     0.5   0.333338  0.304231  [0.0, 0.0, 0.0]
 17  S     0.5   0.333338  0.191395  [0.0, 0.0, 0.0]",-0.706,"Full Formula (Rb4 Pd6 S8)
Reduced Formula: Rb2Pd3S4
abc   :   6.375400  10.719800  27.757200
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (18)
  #  SP       a       b         c
---  ----  ----  ------  --------
  0  Pd    0.25  0.75    0.247813
  1  Pd    0.5   0.5     0.247813
  2  Pd    0.25  0.25    0.247813
  3  Pd    0.75  0.25    0.247813
  4  Pd    0     0       0.247813
  5  Pd    0.75  0.75    0.247813
  6  Rb    0     0.5     0.325825
  7  Rb    0     0.5     0.169802
  8  Rb    0.5   0       0.325825
  9  Rb    0.5   0       0.169802
 10  S     0     0.1684  0.302976
 11  S     0     0.1684  0.19265
 12  S     0     0.8316  0.302976
 13  S     0     0.8316  0.19265
 14  S     0.5   0.6684  0.302976
 15  S     0.5   0.6684  0.19265
 16  S     0.5   0.3316  0.302976
 17  S     0.5   0.3316  0.19265",JVASP-9023,,,,,mp-11695,,Pd6 Rb4 S8
,,,232.852,"Full Formula (Ba4 Sb2 O1)
Reduced Formula: Ba4Sb2O
abc   :   5.235145   5.235145  27.442801
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (7)
  #  SP       a     b         c  velocities
---  ----  ----  ----  --------  ---------------
  0  Ba     0     0    0.225145  [0.0, 0.0, 0.0]
  1  Ba     0    -0    0.446901  [0.0, 0.0, 0.0]
  2  Ba    -0     0.5  0.336023  [0.0, 0.0, 0.0]
  3  Ba     0.5   0    0.336023  [0.0, 0.0, 0.0]
  4  O      0    -0    0.336023  [0.0, 0.0, 0.0]
  5  Sb     0.5   0.5  0.429108  [0.0, 0.0, 0.0]
  6  Sb     0.5   0.5  0.242938  [0.0, 0.0, 0.0]",-1.407,"Full Formula (Ba4 Sb2 O1)
Reduced Formula: Ba4Sb2O
abc   :   5.331100   5.331100  27.442801
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (7)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Ba    0    0    0.221036
  1  Ba    0    0    0.45101
  2  Ba    0    0.5  0.336023
  3  Ba    0.5  0    0.336023
  4  O     0    0    0.336023
  5  Sb    0.5  0.5  0.428362
  6  Sb    0.5  0.5  0.243684",JVASP-9068,,,,,mp-9774,,Ba4 O1 Sb2
1.7848,1.7848,1.7168,82.4221,"Full Formula (Ca1 I2)
Reduced Formula: CaI2
abc   :   4.469329   4.469329  28.056872
angles:  90.000000  90.000000 119.999997
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ca    0.397959  0.023377  0.143581  [0.0, 0.0, 0.0]
  1  I     0.731292  0.690044  0.206831  [0.0, 0.0, 0.0]
  2  I     0.064626  0.35671   0.080331  [0.0, 0.0, 0.0]",-1.636,"Full Formula (Ca1 I2)
Reduced Formula: CaI2
abc   :   4.545381   4.545381  28.056872
angles:  90.000000  90.000000 119.999992
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ca    0.397959  0.023377  0.143581
  1  I     0.731292  0.690044  0.206486
  2  I     0.064626  0.35671   0.080676",JVASP-6052,,,,,mp-30031,3.8346,Ca1 I2
2.0778,1.6682,1.6788,82.4015,"Full Formula (B1 P1 S4)
Reduced Formula: BPS4
abc   :   5.293726   4.722475  27.586887
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  B     0         0.5       0.191883  [0.0, 0.0, 0.0]
  1  P     0.5       0.5       0.191883  [0.0, 0.0, 0.0]
  2  S     0.767039  0.707391  0.150749  [0.0, 0.0, 0.0]
  3  S     0.232961  0.292609  0.150749  [0.0, 0.0, 0.0]
  4  S     0.767039  0.292609  0.233016  [0.0, 0.0, 0.0]
  5  S     0.232961  0.707391  0.233016  [0.0, 0.0, 0.0]",-0.229,"Full Formula (B1 P1 S4)
Reduced Formula: BPS4
abc   :   5.286693   6.260216  27.586887
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0         0.5       0.191883
  1  P     0.5       0.5       0.191883
  2  S     0.766284  0.669088  0.153457
  3  S     0.233716  0.330912  0.153457
  4  S     0.766284  0.330912  0.230308
  5  S     0.233716  0.669088  0.230308",JVASP-6190,,,,,mp-27724,1.5645,B1 P1 S4
1.7275,1.7275,1.6538,76.00554167,"Full Formula (Cd1 Br2)
Reduced Formula: CdBr2
abc   :   4.012260   4.012259  30.255037
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Cd    0.426373  0.353578  0.23434   [0.0, 0.0, 0.0]
  1  Br    0.093038  0.686912  0.181946  [0.0, 0.0, 0.0]
  2  Br    0.759706  0.020245  0.286797  [0.0, 0.0, 0.0]",-0.809,"Full Formula (Cd1 Br2)
Reduced Formula: CdBr2
abc   :   4.073838   4.073838  30.255037
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (3)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Cd    1.42637   0.353578  -0.765624
  1  Br    1.09304   0.686912  -0.81748
  2  Br    0.759706  0.020245  -0.713813",JVASP-5887,,,,,mp-27934,3.2483,Cd1 Br2
2.0446,2.0446,1.8582,56.60783333,"Full Formula (Sm2 Br2 O2)
Reduced Formula: SmBrO
abc   :   3.919465   3.919465  28.704662
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Sm    0.601027  0.101027  0.193229  [0.0, 0.0, 0.0]
  1  Sm    0.101027  0.601027  0.11002   [0.0, 0.0, 0.0]
  2  Br    0.101027  0.601027  0.250394  [0.0, 0.0, 0.0]
  3  Br    0.601027  0.101027  0.052855  [0.0, 0.0, 0.0]
  4  O     0.601027  0.601027  0.151625  [0.0, 0.0, 0.0]
  5  O     0.101027  0.101027  0.151625  [0.0, 0.0, 0.0]",-3.024,"Full Formula (Sm2 Br2 O2)
Reduced Formula: SmBrO
abc   :   3.952975   3.952975  28.704662
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sm    0.601027  0.101027  0.192786
  1  Sm    0.101027  0.601027  0.110463
  2  Br    0.101027  0.601027  0.250512
  3  Br    0.601027  0.101027  0.052737
  4  O     0.601027  0.601027  0.151625
  5  O     0.101027  0.101027  0.151625",JVASP-20033,,,,,mp-29327,4.7704,Sm2 Br2 O2
1.7462,1.7043,1.6228,81.396,"Full Formula (Dy2 Cl6)
Reduced Formula: DyCl3
abc   :   3.771049   8.484828  25.990744
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Dy     0    0.75      0.120116  [0.0, 0.0, 0.0]
  1  Dy     0.5  0.25      0.129795  [0.0, 0.0, 0.0]
  2  Cl     0.5  0.75      0.048742  [0.0, 0.0, 0.0]
  3  Cl    -0    0.432356  0.078179  [0.0, 0.0, 0.0]
  4  Cl     0    0.067644  0.078179  [0.0, 0.0, 0.0]
  5  Cl     0.5  0.567644  0.171732  [0.0, 0.0, 0.0]
  6  Cl     0.5  0.932356  0.171732  [0.0, 0.0, 0.0]
  7  Cl    -0    0.25      0.201169  [0.0, 0.0, 0.0]",-2.288,"Full Formula (Dy2 Cl6)
Reduced Formula: DyCl3
abc   :   3.797230   8.568699  25.990744
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a        b         c
---  ----  ---  -------  --------
  0  Dy    0    0.75     0.120565
  1  Dy    0.5  0.25     0.129346
  2  Cl    0.5  0.75     0.049076
  3  Cl    0    0.43112  0.078269
  4  Cl    0    0.06888  0.078269
  5  Cl    0.5  0.56888  0.171642
  6  Cl    0.5  0.93112  0.171642
  7  Cl    0    0.25     0.200835",JVASP-19551,,,,,mp-28448,3.9305,Dy2 Cl6
2.081,2.1673,2.0021,110.68335,"Full Formula (K2 Tl2 O2)
Reduced Formula: KTlO
abc   :   6.121361   3.729205  24.836918
angles:  90.000000  98.514780  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a    b         c  velocities
---  ----  --------  ---  --------  ---------------
  0  K     0.311254  0    0.067497  [0.0, 0.0, 0.0]
  1  K     0.541999  0.5  0.188235  [0.0, 0.0, 0.0]
  2  Tl    0.800903  0.5  0.070665  [0.0, 0.0, 0.0]
  3  Tl    0.05235   0    0.185067  [0.0, 0.0, 0.0]
  4  O     0.152307  0.5  0.125299  [0.0, 0.0, 0.0]
  5  O     0.700946  0    0.130432  [0.0, 0.0, 0.0]",-1.015,"Full Formula (K2 Tl2 O2)
Reduced Formula: KTlO
abc   :   6.390493   3.705591  24.861372
angles:  90.000000  98.883293  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a    b         c
---  ----  --------  ---  --------
  0  K     0.309994  0    0.066955
  1  K     0.543259  0.5  0.188777
  2  Tl    0.808287  0.5  0.070951
  3  Tl    0.044966  0    0.184781
  4  O     0.145294  0.5  0.127415
  5  O     0.707959  0    0.128316",JVASP-8951,,,,,mp-27716,1.5242,K2 Tl2 O2
2.4056,2.4056,2.172,122.6265,"Full Formula (Th2 N2 Cl2)
Reduced Formula: ThNCl
abc   :   4.002824   4.002824  27.045674
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Th    0.860147  0.360147  0.085987  [0.0, 0.0, 0.0]
  1  Th    0.360147  0.860147  0.174523  [0.0, 0.0, 0.0]
  2  N     0.360147  0.360147  0.130255  [0.0, 0.0, 0.0]
  3  N     0.860147  0.860147  0.130255  [0.0, 0.0, 0.0]
  4  Cl    0.860147  0.360147  0.232647  [0.0, 0.0, 0.0]
  5  Cl    0.360147  0.860147  0.027864  [0.0, 0.0, 0.0]",-2.184,"Full Formula (Th2 N2 Cl2)
Reduced Formula: ThNCl
abc   :   4.095624   4.095624  27.045674
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Th    0.860147  0.360147  0.087517
  1  Th    0.360147  0.860147  0.172993
  2  N     0.360147  0.360147  0.130255
  3  N     0.860147  0.860147  0.130255
  4  Cl    0.860147  0.360147  0.228404
  5  Cl    0.360147  0.860147  0.032107",JVASP-8966,,,,,mp-28065,2.8402,Th2 N2 Cl2
8.6261,8.6261,6.4205,70.52874,"Full Formula (Bi2 Te2 Se1)
Reduced Formula: Bi2Te2Se
abc   :   4.326096   4.326097  30.268922
angles:  90.000000  90.000000 120.000002
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Bi    0         0         0.648764  [0.0, 0.0, 0.0]
  1  Bi    0.666667  0.333333  0.772668  [0.0, 0.0, 0.0]
  2  Te    0.666667  0.333333  0.589916  [0.0, 0.0, 0.0]
  3  Te    0         0         0.831517  [0.0, 0.0, 0.0]
  4  Se    0.333333  0.666667  0.710717  [0.0, 0.0, 0.0]",-0.241,"Full Formula (Bi2 Te2 Se1)
Reduced Formula: Bi2Te2Se
abc   :   4.346455   4.346456  30.268922
angles:  90.000000  90.000000 120.000002
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Bi    0         0         0.649289
  1  Bi    0.666667  0.333333  0.772143
  2  Te    0.666667  0.333333  0.590801
  3  Te    0         0         0.830632
  4  Se    0.333333  0.666667  0.710717",JVASP-6298,,,,,mp-29666,0.9087,Bi2 Te2 Se1
